CBSA,CBSA Code,date,OT,Category,Defining Parameter,Defining Site,Number of Sites Reporting,start_date,end_date,prior_history_avg,prior_history_std,fact,preds
"New York-Newark-Jersey City, NY-NJ-PA",35620,1982-03-27,53,Moderate,CO,36-061-0062,33,1982-03-27,1982-03-27,103.0,21.213203435596427,"The New York State Education Department has notices related to air pollution control for new motor vehicles and energy consumption, which affects the quality of the human environment.","In the long-term, it is possible that environmental concerns will continue to grow and lead to more stringent regulations and policies to protect the environment, potentially leading to significant changes in the way industries operate and individuals live their lives.;In the short-term, it is likely that there will be continued efforts to implement air pollution control measures and promote energy efficiency in the next 1-4 weeks."
"New York-Newark-Jersey City, NY-NJ-PA",35620,1982-03-28,71,Moderate,NO2,36-059-0005,33,1982-03-28,1982-03-28,90.5,9.192388155425116,"The New York State Education Department has notices related to air pollution control for new motor vehicles and energy consumption, which affects the quality of the human environment.","In the long-term, it is possible that environmental concerns will continue to grow and lead to more stringent regulations and policies to protect the environment, potentially leading to significant changes in the way industries operate and individuals live their lives.;In the short-term, it is likely that there will be continued efforts to implement air pollution control measures and promote energy efficiency in the next 1-4 weeks."
"New York-Newark-Jersey City, NY-NJ-PA",35620,1982-03-29,106,Unhealthy for Sensitive Groups,NO2,36-005-0074,33,1982-03-29,1982-03-29,72.5,16.263455967290593,The air quality impact of a uranium mine and mill is subject to the state Air Pollution Act (P.A.) in Michigan.,NA;NA
"New York-Newark-Jersey City, NY-NJ-PA",35620,1982-03-30,85,Moderate,NO2,36-005-0074,33,1982-03-30,1982-03-30,86.5,6.363961030678928,The air quality impact of a uranium mine and mill is subject to the state Air Pollution Act (P.A.) in Michigan.,NA;NA
"New York-Newark-Jersey City, NY-NJ-PA",35620,1982-03-31,92,Moderate,CO,36-061-0062,33,1982-03-31,1982-03-31,94.0,29.698484809834994,The air quality impact of a uranium mine and mill is subject to the state Air Pollution Act (P.A.) in Michigan.,NA;NA
"New York-Newark-Jersey City, NY-NJ-PA",35620,1982-04-01,73,Moderate,CO,36-061-0058,32,1982-04-01,1982-04-01,96.0,1.4142135623730951,The air quality impact of a uranium mine and mill is subject to the state Air Pollution Act (P.A.) in Michigan.,NA;NA
"New York-Newark-Jersey City, NY-NJ-PA",35620,1982-04-02,84,Moderate,CO,36-061-0062,31,1982-04-02,1982-04-02,77.5,6.363961030678928,The air quality impact of a uranium mine and mill is subject to the state Air Pollution Act (P.A.) in Michigan.,NA;NA
"New York-Newark-Jersey City, NY-NJ-PA",35620,1982-04-03,73,Moderate,CO,36-061-0058,32,1982-04-03,1982-04-03,85.0,12.727922061357855,The air quality impact of a uranium mine and mill is subject to the state Air Pollution Act (P.A.) in Michigan.,NA;NA
"New York-Newark-Jersey City, NY-NJ-PA",35620,1982-04-04,49,Good,CO,36-061-0058,33,1982-04-04,1982-04-04,88.0,1.4142135623730951,The air quality impact of a uranium mine and mill is subject to the state Air Pollution Act (P.A.) in Michigan.,NA;NA
"New York-Newark-Jersey City, NY-NJ-PA",35620,1982-04-05,70,Moderate,NO2,34-017-0003,33,1982-04-05,1982-04-05,99.0,28.284271247461906,"The Administration is backing more sweeping changes in the Clean Air Act, which will actually help industries in the Environment.","In the long-term, the changes to the Clean Air Act may lead to a deterioration of the Environment, potentially causing irreparable harm to ecosystems and human health.   Note: The other articles provided are not relevant to predicting the Environment and were discarded.;In the short-term, we can expect to see increased industrial activities that may harm the Environment, potentially leading to air and water pollution."
"New York-Newark-Jersey City, NY-NJ-PA",35620,1982-04-06,54,Moderate,NO2,34-017-0003,32,1982-04-06,1982-04-06,95.0,29.698484809834994,"The Administration is backing more sweeping changes in the Clean Air Act, which will actually help industries in the Environment.","In the long-term, the changes to the Clean Air Act may lead to a deterioration of the Environment, potentially causing irreparable harm to ecosystems and human health.   Note: The other articles provided are not relevant to predicting the Environment and were discarded.;In the short-term, we can expect to see increased industrial activities that may harm the Environment, potentially leading to air and water pollution."
"New York-Newark-Jersey City, NY-NJ-PA",35620,1982-04-07,60,Moderate,CO,36-061-0058,33,1982-04-07,1982-04-07,82.5,2.1213203435596424,"The Administration is backing more sweeping changes in the Clean Air Act, which will actually help industries in the Environment.","In the long-term, the changes to the Clean Air Act may lead to a deterioration of the Environment, potentially causing irreparable harm to ecosystems and human health.   Note: The other articles provided are not relevant to predicting the Environment and were discarded.;In the short-term, we can expect to see increased industrial activities that may harm the Environment, potentially leading to air and water pollution."
"New York-Newark-Jersey City, NY-NJ-PA",35620,1982-04-08,89,Moderate,CO,36-061-0058,33,1982-04-08,1982-04-08,136.0,48.08326112068523,"The Administration is backing more sweeping changes in the Clean Air Act, which will actually help industries in the Environment.","In the long-term, the changes to the Clean Air Act may lead to a deterioration of the Environment, potentially causing irreparable harm to ecosystems and human health.   Note: The other articles provided are not relevant to predicting the Environment and were discarded.;In the short-term, we can expect to see increased industrial activities that may harm the Environment, potentially leading to air and water pollution."
"New York-Newark-Jersey City, NY-NJ-PA",35620,1982-04-09,74,Moderate,CO,36-061-0058,32,1982-04-09,1982-04-09,151.5,13.435028842544405,"The Administration is backing more sweeping changes in the Clean Air Act, which will actually help industries in the Environment.","In the long-term, the changes to the Clean Air Act may lead to a deterioration of the Environment, potentially causing irreparable harm to ecosystems and human health.   Note: The other articles provided are not relevant to predicting the Environment and were discarded.;In the short-term, we can expect to see increased industrial activities that may harm the Environment, potentially leading to air and water pollution."
"New York-Newark-Jersey City, NY-NJ-PA",35620,1982-04-10,79,Moderate,NO2,36-059-0005,30,1982-04-10,1982-04-10,90.5,50.20458146424488,"The Administration is backing more sweeping changes in the Clean Air Act, which will actually help industries in the Environment.","In the long-term, the changes to the Clean Air Act may lead to a deterioration of the Environment, potentially causing irreparable harm to ecosystems and human health.   Note: The other articles provided are not relevant to predicting the Environment and were discarded.;In the short-term, we can expect to see increased industrial activities that may harm the Environment, potentially leading to air and water pollution."
"New York-Newark-Jersey City, NY-NJ-PA",35620,1982-04-11,80,Moderate,NO2,36-005-0074,29,1982-04-11,1982-04-11,72.0,15.556349186104043,"The Administration is backing more sweeping changes in the Clean Air Act, which will actually help industries in the Environment.","In the long-term, the changes to the Clean Air Act may lead to a deterioration of the Environment, potentially causing irreparable harm to ecosystems and human health.   Note: The other articles provided are not relevant to predicting the Environment and were discarded.;In the short-term, we can expect to see increased industrial activities that may harm the Environment, potentially leading to air and water pollution."
"New York-Newark-Jersey City, NY-NJ-PA",35620,1982-04-12,84,Moderate,NO2,34-039-5001,30,1982-04-12,1982-04-12,102.0,2.8284271247461903,"The EPA responded to the Niagara Falls pollution outcry in 1982, highlighting concerns about air, water, and solid waste contaminants that have occurred over the past 10 years.","As concern for environmental issues grows, it is possible that stricter regulations and policies will be implemented in the long term to address air quality and pollution control.;It is likely that the EPA and other authorities will continue to focus on pollution control and air quality improvement in the short term."
"New York-Newark-Jersey City, NY-NJ-PA",35620,1982-04-13,101,Unhealthy for Sensitive Groups,NO2,34-039-0004,30,1982-04-13,1982-04-13,99.5,44.54772721475249,"The EPA responded to the Niagara Falls pollution outcry in 1982, highlighting concerns about air, water, and solid waste contaminants that have occurred over the past 10 years.","As concern for environmental issues grows, it is possible that stricter regulations and policies will be implemented in the long term to address air quality and pollution control.;It is likely that the EPA and other authorities will continue to focus on pollution control and air quality improvement in the short term."
"New York-Newark-Jersey City, NY-NJ-PA",35620,1982-04-14,80,Moderate,NO2,34-013-1003,29,1982-04-14,1982-04-14,137.5,13.435028842544405,"The EPA responded to the Niagara Falls pollution outcry in 1982, highlighting concerns about air, water, and solid waste contaminants that have occurred over the past 10 years.","As concern for environmental issues grows, it is possible that stricter regulations and policies will be implemented in the long term to address air quality and pollution control.;It is likely that the EPA and other authorities will continue to focus on pollution control and air quality improvement in the short term."
